,normalising_temperature,tempering_temperature,percent_silicon,percent_chromium,percent_copper,percent_nickel,percent_sulphur,percent_carbon,percent_manganese,tensile_strength
297,484.75,950,0.0,0.94441496,0.856,0.968,0.0,1.91,0.0,177.812413
298,484.75,950,0.0,0.84472908,0.856,0.968,0.0,1.91,0.0,185.3587278
299,484.75,900,0.117,1.162438489,0.666,0.946,0.07,1.91,0.91,239.6618576
300,484.75,900,0.1168,1.320114988,0.6656,0.9465,0.07,1.906,0.91,239.6808182
301,484.8375,275,0.0,0.954315644,0.87561,0.9739,0.1183,1.606,0.9739,127.2634801
302,484.8375,550,0.0,0.901517087,0.87561,0.9739,0.1183,1.606,0.9739,230.3711685
303,484.8375,900,0.0,1.063046423,0.87561,0.9739,0.1183,1.606,0.9739,265.5620235
304,484.8375,950,0.0,1.146155855,0.87561,0.9739,0.1183,1.606,0.9739,280.6925744
305,484.8375,950,0.0,0.97164602,0.87561,0.9739,0.1183,1.606,0.9739,306.0239226
306,485.0825,275,0.09782,1.47585085,0.78246,1.0617,0.1119,1.607,0.2446,167.4599309
307,485.0825,550,0.09782,1.629940431,0.78246,1.0617,0.1119,1.607,0.2446,262.4145656
308,485.0825,900,0.09782,1.73445639,0.78246,1.0617,0.1119,1.607,0.2446,347.2821664
309,485.0825,950,0.09782,0.997499349,0.78246,1.0617,0.1119,1.607,0.2446,367.5320766
310,485.0825,950,0.09782,1.706043888,0.78246,1.0617,0.1119,1.607,0.2446,368.2146578
311,489.65,900,0.1289,1.086280132,0.8049,0.8251,0.095,1.724,1.004,290.548289
312,490.0,900,0.129,0.94121106,0.805,0.825,0.09,1.72,1.0,290.51416
313,491.75,375,0.0,1.603217389,0.774,1.104,0.0,1.86,0.0,79.74824154
314,491.75,900,0.0,1.371971752,0.774,1.104,0.0,1.85,0.0,123.3955197
315,491.75,900,0.0,1.14351324,0.774,1.104,0.0,1.86,0.0,123.3955197
316,497.0,900,0.015,1.040648615,0.801,0.842,0.0546,1.79,1.41,240.5340447
317,497.0,275,0.015,0.99766271,0.801,0.842,0.0546,1.79,1.41,73.67543543
318,497.0,375,0.015,1.025191639,0.801,0.842,0.0546,1.79,1.41,132.72413
319,497.0,950,0.015,1.098102498,0.801,0.842,0.0546,1.79,1.41,244.8624766
320,497.0,900,0.12,1.145003015,0.794,0.97,0.07,1.68,0.0,225.1380457
321,497.0,900,0.1197,1.396464843,0.7942,0.9704,0.072,1.683,0.0,225.1418378
322,498.75,900,0.19,1.116423921,0.685,1.031,0.076,1.63,0.0,294.6854898
323,501.025,900,0.2009,1.343564024,0.8037,1.0046,0.112,1.447,0.0,372.3480664
324,501.025,950,0.2009,1.138556049,0.8037,1.0046,0.112,1.447,0.0,422.404024
325,502.25,900,0.121,1.327199166,0.696,0.904,0.09,1.88,0.94,230.6745379
326,502.775,900,0.1205,0.87291751,0.6959,0.9044,0.092,1.876,0.939,240.8905038
327,504.0,275,0.192,1.638362878,0.7178,0.932,0.0,1.92,0.0,88.60283707
328,504.0,900,0.192,1.355924641,0.7178,0.932,0.0,1.92,0.0,213.4241932
329,504.0,375,0.192,1.375736752,0.7178,0.932,0.0,1.92,0.0,129.3794819
330,504.0,950,0.192,1.512333048,0.7178,0.932,0.0,1.92,0.0,277.8977834
331,504.0,900,0.121,1.483943804,0.829,0.908,0.07,1.77,0.0,231.736331
332,504.7,900,0.121,1.638907538,0.8295,0.9079,0.07,1.774,0.0,231.77046
333,505.75,950,0.0,1.629527932,0.8953,0.9132,0.0,1.92,0.0,176.3752003
334,505.75,275,0.0,1.127398749,0.8953,0.9132,0.0,1.92,0.0,64.10196267
335,505.75,375,0.0,1.036390051,0.8953,0.9132,0.0,1.92,0.0,80.28293018
336,505.75,900,0.0,1.065888107,0.8953,0.9132,0.0,1.92,0.0,140.6534487
337,505.75,900,0.134,1.109627638,0.76,0.924,0.06,1.95,0.0,254.3373543
338,505.75,900,0.1337,0.846466694,0.7601,0.9241,0.055,1.949,0.0,254.360107
339,507.85,375,0.1935,1.334518912,0.7043,0.9982,0.0,1.857,0.0,120.2253091
340,507.85,900,0.1935,1.27384247,0.7043,0.9982,0.0,1.857,0.0,181.7372552
341,508.1125,275,0.0,0.993087595,0.865,0.96118,0.0941,1.6808,0.9618,123.7747315
342,508.1125,550,0.0,1.613779909,0.865,0.96118,0.0941,1.6808,0.9618,190.7056142
343,508.1125,900,0.0,1.470701757,0.865,0.96118,0.0941,1.6808,0.9618,191.0469048
344,508.1125,950,0.0,1.377190355,0.865,0.96118,0.0941,1.6808,0.9618,247.966596
345,508.1125,950,0.0,1.393099958,0.865,0.96118,0.0941,1.6808,0.9618,269.3541415
346,516.25,375,0.0,0.96372751,0.769,1.069,0.0,1.85,0.0,81.37885228
347,516.25,900,0.0,1.714035177,0.769,1.069,0.0,1.85,0.0,138.4881494
348,517.4925,275,0.0,1.577151701,0.8592,0.95514,0.0887,1.7154,0.9564,126.201687
349,517.4925,550,0.0,1.601823304,0.8592,0.95514,0.0887,1.7154,0.9564,193.7772298
350,517.4925,900,0.0,1.28316939,0.8592,0.95514,0.0887,1.7154,0.9564,219.6773957
351,517.4925,950,0.0,1.033081471,0.8592,0.95514,0.0887,1.7154,0.9564,267.9510579
352,517.4925,950,0.0,1.312737692,0.8592,0.95514,0.0887,1.7154,0.9564,286.2290666
353,517.65,375,0.0,1.482274026,0.7693,1.0914,0.0,1.857,0.0,81.64050842
354,517.65,900,0.0,1.411693298,0.7693,1.0914,0.0,1.857,0.0,138.6929237
355,518.0,375,0.0,1.741292083,0.769,1.09,0.0,1.86,0.0,104.0177967
356,518.0,900,0.0,1.45461079,0.769,1.09,0.0,1.86,0.0,138.4881494
357,518.0,375,0.0,1.788854819,0.765,1.085,0.0,1.92,0.0,78.1176308
358,518.0,900,0.0,1.528806106,0.765,1.085,0.0,1.92,0.0,119.0725052
359,518.0,950,0.0,1.620363125,0.765,1.085,0.0,1.92,0.0,161.6579903
360,518.0,900,0.0,1.390611697,0.778,0.819,0.11,2.21,1.07,172.8068173
361,518.0,900,0.0,1.188740157,0.7784,0.8192,0.105,2.214,1.067,172.8106094
362,519.75,375,0.0,1.239290662,0.734,1.04,0.0,1.86,0.0,170.2660982
363,520.03,275,0.0,1.157073529,0.75345,1.0228,0.0952,1.748,1.1754,120.51351
364,520.03,550,0.0,1.598029647,0.75345,1.0228,0.0952,1.748,1.1754,203.4471307
365,520.03,900,0.0,1.248578367,0.75345,1.0228,0.0952,1.748,1.1754,260.7081125
366,520.03,950,0.0,1.453743076,0.75345,1.0228,0.0952,1.748,1.1754,285.7740125
367,520.03,950,0.0,1.682381996,0.75345,1.0228,0.0952,1.748,1.1754,312.0913114
368,521.15,900,0.1372,0.908117837,0.6553,0.8784,0.06,2.013,1.069,294.3859125
369,521.5,900,0.137,1.143895848,0.655,0.878,0.06,2.01,1.07,294.3821203
370,521.5,900,0.0,1.441474524,0.815,0.879,0.06,1.86,1.07,234.5045771
371,521.5,900,0.0,1.512780038,0.744,0.88,0.11,2.1,1.07,175.3096151
372,521.5,900,0.0,0.913175867,0.784,0.953,0.13,1.64,1.07,197.2280572
373,521.675,900,0.0,0.928705328,0.784,0.9532,0.128,1.636,1.075,197.2621862
374,521.675,900,0.0,1.105296606,0.8152,0.879,0.061,1.864,1.07,234.5424983
375,521.85,900,0.0,1.190225389,0.7442,0.8796,0.111,2.097,1.07,175.3134073
376,524.65,900,0.0,1.431339614,0.7276,0.8782,0.099,2.115,1.198,131.0973114
377,525.0,375,0.0,0.975437349,0.795,1.075,0.0,1.84,0.0,85.66394562
378,525.0,900,0.0,0.950359871,0.795,1.075,0.0,1.84,0.0,147.6650749
379,525.0,900,0.0,1.40983453,0.728,0.878,0.1,2.12,1.2,131.0935193
380,528.5,550,0.0,1.524326524,0.817,0.974,0.0,2.03,0.0,99.69478222
381,528.5,950,0.0,1.026239171,0.817,0.974,0.0,2.03,0.0,147.0962572
382,528.5,900,0.0,1.099820323,0.817,0.974,0.0,2.03,0.0,119.6413229
383,531.3,900,0.1399,1.565633412,0.7225,0.8955,0.062,2.135,0.0,183.8077516
384,532.0,900,0.076,1.07643179,0.67,0.932,0.0,2.28,0.0,262.9757991
385,532.0,900,0.14,1.307203259,0.722,0.895,0.06,2.14,0.0,183.8039595
386,533.4,900,0.0,0.87839602,0.7052,0.9594,0.098,1.96,0.996,165.6776354
387,533.75,900,0.0,1.630305329,0.705,0.959,0.1,1.96,1.0,165.6776354
388,534.275,375,0.2035,1.238810618,0.631,0.9654,0.0,2.035,0.0,142.4167836
389,534.275,900,0.2035,1.202282853,0.631,0.9654,0.0,2.035,0.0,238.5735197
390,534.275,275,0.2035,1.574544159,0.631,0.9654,0.0,2.035,0.0,77.79150865
391,534.275,950,0.2035,1.564750763,0.631,0.9654,0.0,2.035,0.0,300.2940323
392,537.25,950,0.0,0.982359795,0.812,0.968,0.0,1.93,0.0,189.6817424
393,537.25,950,0.0,1.659699648,0.812,0.968,0.0,1.93,0.0,198.8207467
394,537.25,275,0.0,1.653004309,0.812,0.968,0.0,1.93,0.0,68.97862642
395,537.25,900,0.0,1.700086368,0.812,0.968,0.0,1.93,0.0,151.4192717
396,537.25,950,0.0,1.155888919,0.812,0.968,0.0,1.93,0.0,181.0736345
397,542.325,900,0.1428,1.080688545,0.6512,0.9139,0.221,1.678,1.112,210.1857244
398,542.5,275,0.0,1.490343276,0.83,1.012,0.0,1.92,0.0,65.18650842
399,542.5,375,0.0,0.990321671,0.83,1.012,0.0,1.92,0.0,94.84087118
400,542.5,900,0.0,1.019073201,0.83,1.012,0.0,1.92,0.0,153.0498825
401,542.5,950,0.0,0.959316516,0.83,1.012,0.0,1.92,0.0,196.6971607
402,542.5,950,0.0,0.964771219,0.83,1.012,0.0,1.92,0.0,212.8515833
403,563.5,900,0.0,1.072127251,0.8,0.974,0.0,2.03,0.0,138.4881494
404,563.5,950,0.0,1.523496855,0.8,0.974,0.0,2.03,0.0,162.7197834
405,563.5,900,0.149,1.065353655,0.709,0.951,0.08,1.86,0.0,288.3147315
406,563.5,900,0.0,1.498994469,0.813,0.818,0.1,1.96,1.16,171.479576
407,563.85,900,0.0,1.073878268,0.8134,0.8179,0.104,1.96,1.156,171.4833681
408,564.375,900,0.1486,1.656218033,0.7095,0.951,0.085,1.858,0.0,288.3450685
409,566.475,900,0.2828,1.532154623,0.6599,0.9427,0.103,1.838,0.0,410.8380641
410,568.75,375,0.0,1.68116842,0.783,1.063,0.0,1.84,0.0,96.47148192
411,568.75,900,0.0,1.480321549,0.783,1.063,0.0,1.84,0.0,168.1425121
412,569.8,900,0.1664,1.200595897,0.79,0.8816,0.089,1.74,0.0,336.7969602
413,570.5,900,0.166,1.056017412,0.79,0.882,0.09,1.74,0.0,336.7779996
414,570.5,900,0.0,1.553947343,0.792,0.801,0.11,1.99,1.38,223.734962
415,571.375,900,0.0,1.321216817,0.7925,0.8011,0.108,1.99,1.379,212.4685794
416,578.375,900,0.1696,1.406768663,0.8023,0.811,0.081,1.949,0.0,311.404938
417,579.25,275,0.0,1.077986693,0.821,1.025,0.0,1.92,0.0,78.6864485
418,579.25,375,0.0,1.452363868,0.821,1.025,0.0,1.92,0.0,95.90266422
419,579.25,900,0.0,1.500457331,0.821,1.025,0.0,1.92,0.0,174.5891127
420,579.25,950,0.0,1.645641158,0.821,1.025,0.0,1.92,0.0,208.5285688
421,579.25,950,0.0,1.37064737,0.821,1.025,0.0,1.92,0.0,216.6057802
422,579.25,950,0.0,1.587062027,0.825,0.978,0.0,1.92,0.0,214.4821941
423,579.25,950,0.0,1.635194235,0.825,0.978,0.0,1.92,0.0,226.8444988
424,579.25,275,0.0,1.509797249,0.825,0.978,0.0,1.92,0.0,74.36343398
425,579.25,275,0.0,1.37492848,0.825,0.879,0.0,1.92,0.0,74.36343398
426,579.25,375,0.0,1.444492531,0.825,0.978,0.0,1.92,0.0,89.45606362
427,579.25,900,0.0,0.88980344,0.825,0.978,0.0,1.92,0.0,172.958502
428,579.25,950,0.0,1.666833026,0.825,0.978,0.0,1.92,0.0,204.774372
429,579.25,900,0.17,0.982088245,0.802,0.811,0.08,1.95,0.0,311.370809
430,581.875,950,0.1425,1.252712839,0.594,0.932,0.0,2.28,0.0,221.4824439
431,581.875,950,0.1425,1.088840057,0.594,0.932,0.0,2.28,0.0,225.79029
432,581.875,375,0.1425,0.846047301,0.594,0.932,0.0,2.28,0.0,166.5156935
433,582.75,900,0.0175,1.478224687,0.652,0.996,0.179,1.67,1.63,260.0255313
434,582.75,275,0.0,1.218695558,0.8426,0.9312,0.0,1.92,0.0,85.88768058
435,582.75,900,0.0,1.466461237,0.8426,0.9312,0.0,1.92,0.0,175.817759
436,582.75,375,0.0,1.38090519,0.8426,0.9312,0.0,1.92,0.0,128.7272376
437,582.75,950,0.0,1.593249263,0.8426,0.9312,0.0,1.92,0.0,229.2411173
438,584.5,900,0.0176,1.029696044,0.633,0.967,0.153,1.89,1.58,243.7952662
439,588.0,900,0.0,1.051343217,0.817,0.986,0.03,1.82,0.0,246.7531183
440,588.875,900,0.0,1.631335621,0.8168,0.9858,0.034,1.819,0.0,246.775871
441,591.325,375,0.189,1.274177425,0.7558,0.9447,0.095,1.749,0.0,193.0567274
442,591.325,900,0.189,1.291936357,0.7558,0.9447,0.095,1.749,0.0,274.4355797
443,591.325,950,0.189,1.271633272,0.7558,0.9447,0.095,1.749,0.0,372.8789629
444,593.25,275,0.0,1.64449227,0.781,0.968,0.0,1.97,0.0,72.73282324
445,612.5,550,0.0,1.099019835,0.775,0.974,0.0,2.03,0.0,123.9264162
446,612.5,900,0.0,1.358321021,0.775,0.974,0.0,2.03,0.0,150.3574787
447,612.5,950,0.0,1.180719777,0.775,0.974,0.0,2.03,0.0,164.8812906
448,612.5,950,0.0,0.987320842,0.775,0.974,0.0,2.03,0.0,172.4276055
449,612.5,950,0.0,1.000827481,0.775,0.974,0.0,2.03,0.0,179.9739203
450,621.25,900,0.019,1.018864331,0.871,0.967,0.1313,1.45,0.97,242.1646555
451,621.25,900,0.019,1.206326339,0.871,0.967,0.1225,1.45,0.97,305.0000507
452,622.825,900,0.0,1.164297596,0.7784,0.8014,0.11,1.933,1.416,224.7777945
453,623.0,900,0.119,1.603740847,0.657,1.061,0.0903,1.6,0.0,324.4915373
454,623.0,900,0.0,0.887999245,0.778,0.801,0.11,1.93,1.42,224.7588339
455,628.25,900,0.019,1.198537126,0.801,0.942,0.1091,1.54,1.41,346.144531
456,628.25,900,0.019,1.13713292,0.801,0.942,0.1091,1.54,1.41,327.2218622
457,628.25,275,0.019,0.831387522,0.801,0.942,0.1091,1.54,1.41,138.1414414
458,628.25,275,0.019,1.492220177,0.801,0.942,0.1091,1.54,1.41,130.0154743
459,628.25,375,0.019,1.496600492,0.801,0.942,0.1091,1.54,1.41,196.6484049
460,628.25,375,0.019,1.621038991,0.801,0.942,0.1091,1.54,1.41,212.358608
461,628.25,950,0.019,1.415546102,0.801,0.942,0.1091,1.54,1.41,378.1283377
462,628.25,950,0.019,0.861115184,0.801,0.942,0.1091,1.54,1.41,367.2937149
463,634.55,275,0.189,1.324289049,0.7558,0.9447,0.116,1.649,0.0,194.1564416
464,634.55,375,0.189,1.48412347,0.7558,0.9447,0.116,1.649,0.0,125.9362388
465,634.55,900,0.189,1.444389179,0.7558,0.9447,0.116,1.649,0.0,392.1429224
466,634.55,900,0.189,0.835122148,0.7558,0.9447,0.116,1.649,0.0,392.1429224
467,634.55,900,0.189,0.8644329,0.7558,0.9447,0.116,1.649,0.0,392.1429224
468,634.55,900,0.189,1.592610628,0.7558,0.9447,0.116,1.649,0.0,392.1429224
469,634.55,950,0.189,1.365350742,0.7558,0.9447,0.116,1.649,0.0,436.1314912
470,634.55,950,0.189,1.06042759,0.7558,0.9447,0.116,1.649,0.0,436.1314912
471,634.55,950,0.189,1.58498158,0.7558,0.9447,0.116,1.649,0.0,436.1314912
472,634.55,950,0.189,1.386836033,0.7558,0.9447,0.116,1.649,0.0,436.1314912
473,640.5,900,0.187,0.858373209,0.757,0.824,0.07,1.91,0.0,362.4885596
474,640.5,900,0.187,1.214940066,0.7569,0.8243,0.066,1.913,0.0,362.499936
475,654.5,275,0.1892,1.419109357,0.7567,0.9261,0.101,1.701,0.0,189.188767
476,654.5,900,0.1892,1.391443588,0.7567,0.9261,0.101,1.701,0.0,336.019576
477,654.5,950,0.1892,1.470893414,0.7567,0.9261,0.101,1.701,0.0,348.6852501
478,654.5,900,0.0,1.203867815,0.73,1.013,0.07,1.9,0.0,214.7855635
479,655.025,900,0.0,1.24563478,0.7304,1.0132,0.067,1.902,0.0,214.8083162
480,673.75,225,0.0,1.013682749,0.763,0.966,0.0,1.86,0.0,34.47035262
481,673.75,275,0.0,0.863794464,0.763,0.966,0.0,1.86,0.0,80.84795576
482,673.75,375,0.0,1.166573529,0.763,0.966,0.0,1.86,0.0,127.7185342
483,673.75,550,0.0,1.286313615,0.763,0.966,0.0,1.86,0.0,153.580779
484,673.75,900,0.0,1.639443583,0.763,0.966,0.0,1.86,0.0,172.4276055
485,677.25,900,0.02,1.505095988,0.845,0.938,0.1432,1.57,0.94,276.2937175
486,677.25,900,0.02,1.590220485,0.845,0.938,0.1393,1.57,0.94,256.7643098
487,677.25,900,0.02,0.821632492,0.845,0.938,0.1161,1.57,0.94,256.7643098
488,677.25,275,0.02,1.662332397,0.845,0.938,0.1432,1.57,0.94,125.139894
489,677.25,275,0.02,1.620083142,0.845,0.938,0.1393,1.57,0.94,140.308366
490,677.25,275,0.02,0.957417193,0.845,0.938,0.1161,1.57,0.94,191.2365107
491,677.25,375,0.02,1.509905348,0.845,0.938,0.1432,1.57,0.94,202.6128647
492,677.25,375,0.02,1.057494601,0.845,0.938,0.1393,1.57,0.94,252.4412953
493,677.25,375,0.02,0.893352668,0.845,0.938,0.1161,1.57,0.94,229.1576907
494,677.25,950,0.02,0.860578056,0.845,0.938,0.1432,1.57,0.94,309.8539618
495,677.25,950,0.02,1.541463814,0.845,0.938,0.1393,1.57,0.94,263.8176493
496,677.25,950,0.02,1.548372359,0.845,0.938,0.1161,1.57,0.94,338.0293985
497,680.05,275,0.0971,0.819910945,0.9257,0.8521,0.121,1.579,0.0,154.5288085
498,680.05,900,0.0971,0.977672051,0.9257,0.8521,0.121,1.579,0.0,278.8344365
499,680.05,950,0.0971,1.142880842,0.9257,0.8521,0.121,1.579,0.0,316.7935377
500,682.325,375,0.189,0.935204706,0.7558,0.9447,0.22,1.459,0.0,325.0224338
501,682.325,900,0.189,1.414607142,0.7558,0.9447,0.22,1.459,0.0,409.7383499
502,682.325,950,0.189,1.1095636,0.7558,0.9447,0.22,1.459,0.0,454.2957364
503,687.75,275,0.0,1.536651161,0.7856,0.9406,0.0,1.92,0.0,105.5953178
504,687.75,950,0.0,1.668564694,0.7856,0.9406,0.0,1.92,0.0,268.6563918
505,687.75,900,0.0,1.490458578,0.7856,0.9406,0.0,1.92,0.0,217.8268422
506,687.75,375,0.0,1.445839156,0.7856,0.9406,0.0,1.92,0.0,152.583452
507,687.75,275,0.0,1.243497918,0.758,0.94,0.0,1.92,0.0,105.0795898
508,687.75,900,0.0,0.91754415,0.758,0.94,0.0,1.92,0.0,217.7054944
509,687.75,950,0.0,1.637791808,0.758,0.94,0.0,1.92,0.0,268.3681909
510,694.75,900,0.0172,0.872716254,0.633,0.967,0.208,1.67,1.58,306.0618438
511,694.75,900,0.0,1.535850304,0.7343,1.0406,0.0,1.857,0.0,181.9534059
512,694.75,375,0.0,1.630172947,0.7343,1.0406,0.0,1.857,0.0,139.9632833
513,694.75,900,0.0,0.975656998,0.734,1.04,0.0,1.86,0.0,203.1437613
514,694.75,900,0.0,1.343678182,0.734,1.04,0.0,1.85,0.0,215.0130906
515,700.0,900,0.0,1.038841405,0.745,1.025,0.0,1.87,0.0,240.3444388
516,700.0,375,0.0,1.13953998,0.745,1.025,0.0,1.87,0.0,165.791399
517,703.15,275,0.0947,0.929066944,0.8521,0.9468,0.114,1.474,0.0,226.048154
518,780.5,950,0.024,1.348369083,0.712,0.967,0.1164,1.62,0.79,303.9003365
519,780.5,950,0.024,1.346035872,0.712,0.967,0.103,1.62,0.79,301.2079327
520,787.675,900,0.05,1.041651815,0.6132,1.1244,0.03,2.0,0.0,216.567859
521,789.25,900,0.0,1.597994732,0.745,1.03,0.1125,1.65,0.0,433.4011662
522,820.75,275,0.1172,1.078324487,0.8405,0.8521,0.322,1.378,0.0,221.0804794
523,820.75,900,0.1172,0.779892593,0.8405,0.8521,0.322,1.378,0.0,367.9492095
524,820.75,950,0.1172,1.079328845,0.8405,0.8521,0.322,1.378,0.0,388.8437797
525,831.25,900,0.0,0.8992294,0.594,0.932,0.0,2.28,0.0,216.0938442
526,831.25,950,0.0,0.900315478,0.594,0.932,0.0,2.28,0.0,234.4135663
527,831.25,275,0.1188,1.013890725,0.7815,0.8521,0.089,1.811,0.0,207.8839088
528,831.25,900,0.1188,0.758964631,0.7815,0.8521,0.089,1.811,0.0,375.6472091
529,831.25,950,0.1188,0.861841486,0.7815,0.8521,0.089,1.811,0.0,408.069818
530,831.25,900,0.0,1.516342598,0.641,1.098,0.019,1.42,0.59,314.745794
531,831.25,900,0.0,0.945128796,0.662,1.044,0.095,1.62,0.0,321.8749758
532,840.0,900,0.0,1.277757569,0.7122,0.9362,0.0,1.92,0.0,241.6830565
533,840.0,375,0.0,0.828947799,0.7122,0.9362,0.0,1.92,0.0,190.1330044
534,840.0,950,0.0,1.455890161,0.7122,0.9362,0.0,1.92,0.0,298.7354718
535,840.0,275,0.0,1.210986346,0.7122,0.9362,0.0,1.92,0.0,134.2258087
536,840.0,900,0.0,1.568170862,0.721,0.936,0.0,1.92,0.0,241.4062319
537,840.0,950,0.0,1.672488777,0.721,0.936,0.0,1.92,0.0,298.515529
538,840.0,275,0.0,1.377514977,0.721,0.936,0.0,1.92,0.0,134.1651348
539,848.75,900,0.0,1.342974737,0.8,1.12,0.0,1.46,0.0,395.9350404
540,859.25,900,0.026,0.834857592,0.699,0.882,0.0393,2.1,1.23,305.5309473
541,859.25,900,0.026,1.372371214,0.699,0.822,0.0393,2.01,1.23,318.537912
542,859.25,275,0.026,0.885810845,0.699,0.882,0.0393,2.1,1.23,140.8500971
543,859.25,375,0.026,1.287581036,0.699,0.882,0.0393,2.1,1.23,184.1885886
544,945.0,900,0.0,1.528696958,0.676,1.04,0.025,1.62,0.0,439.9236092
545,945.0,900,0.0,1.107596939,0.676,1.055,0.025,1.62,0.0,340.3805117
546,945.0,375,0.0,1.739930281,0.613,1.125,0.0,1.73,0.0,289.3765246
547,945.0,550,0.0,1.527267535,0.613,1.125,0.0,1.73,0.0,328.7007882
548,945.0,900,0.0,1.735468506,0.613,1.125,0.0,1.73,0.0,370.1865592
549,945.0,950,0.0,1.394782512,0.613,1.125,0.0,1.73,0.0,383.1176815
550,945.0,950,0.0,1.685471745,0.613,1.125,0.0,1.73,0.0,393.9252178
551,945.0,950,0.0,1.35372021,0.613,1.125,0.0,1.73,0.0,407.9181333
552,945.0,275,0.0,1.703753827,0.613,1.125,0.0,1.73,0.0,229.006006
